Date,Users,Volume,Transactions
Wed Sep 30 2020,46,0,77
Tue Sep 29 2020,34,0,72
Mon Sep 28 2020,27,0,74
Sun Sep 27 2020,42,0,82
Sat Sep 26 2020,53,0,148
Fri Sep 25 2020,48,0,124
Thu Sep 24 2020,41,0,255
Wed Sep 23 2020,39,0,59
Tue Sep 22 2020,44,634.2,61
Mon Sep 21 2020,44,0,62
Sun Sep 20 2020,37,0,55
Sat Sep 19 2020,57,0,91
Fri Sep 18 2020,44,0,55
Thu Sep 17 2020,33,0,148
Wed Sep 16 2020,19,0,26
Tue Sep 15 2020,33,0,136
Mon Sep 14 2020,31,0,45
Sun Sep 13 2020,23,0,29
Sat Sep 12 2020,25,0,98
Fri Sep 11 2020,27,0,65
Thu Sep 10 2020,48,0,86
Wed Sep 09 2020,35,0,85
Tue Sep 08 2020,39,0,88
Mon Sep 07 2020,23,0,40
Sun Sep 06 2020,35,0,121
Sat Sep 05 2020,28,0,72
Fri Sep 04 2020,9,0,10
Thu Sep 03 2020,16,0,41
Wed Sep 02 2020,12,0,17
Tue Sep 01 2020,17,0,24
Mon Aug 31 2020,23,0,46
Sun Aug 30 2020,36,0,105
Sat Aug 29 2020,31,0,55
Fri Aug 28 2020,29,0,82
Thu Aug 27 2020,31,0,947
Wed Aug 26 2020,27,0,260
Tue Aug 25 2020,23,5,86
Mon Aug 24 2020,24,0,30
Sun Aug 23 2020,22,0,50
Sat Aug 22 2020,32,0,133
Fri Aug 21 2020,24,0,194
Thu Aug 20 2020,23,0,46
Wed Aug 19 2020,43,0,228
Tue Aug 18 2020,18,0,26
Mon Aug 17 2020,9,0,9
Sun Aug 16 2020,19,0,104
Sat Aug 15 2020,22,0,241
Fri Aug 14 2020,14,0,52
Thu Aug 13 2020,15,0,21
Wed Aug 12 2020,12,0,70
Tue Aug 11 2020,11,0,23
Mon Aug 10 2020,10,0,38
Sun Aug 09 2020,23,0,73
Sat Aug 08 2020,15,0,75
Fri Aug 07 2020,19,0,48
Thu Aug 06 2020,19,0,81
Wed Aug 05 2020,41,0,381
Tue Aug 04 2020,42,0,194
Mon Aug 03 2020,50,0,343
Sun Aug 02 2020,61,0,333
Sat Aug 01 2020,36,0,283
Fri Jul 31 2020,73,0,662
Thu Jul 30 2020,45,0,121
Wed Jul 29 2020,58,0,192
Tue Jul 28 2020,47,0,554
Mon Jul 27 2020,49,0,236
Sun Jul 26 2020,50,0,231
Sat Jul 25 2020,38,0,263
Fri Jul 24 2020,22,0,100
Thu Jul 23 2020,32,0,109
Wed Jul 22 2020,30,0,72
Tue Jul 21 2020,29,0,112
Mon Jul 20 2020,18,0,74
Sun Jul 19 2020,14,0,42
